Fetching Dependent Repos
com.alipay.sofa:hessian - https://github.com/alipay/sofa-hessian - 30
sofastack/sofa-bolt: {'archived': False, 'fork': False, 'html_url': 'https://github.com/sofastack/sofa-bolt', 'stargazers_count': 2356, 'forks_count': 853, 'subscribers_count': 161}
liangjihua/jfinal-dubbo-plugin: {'archived': False, 'fork': False, 'html_url': 'https://github.com/liangjihua/jfinal-dubbo-plugin', 'stargazers_count': 1, 'forks_count': 0, 'subscribers_count': 1}
antonio2306/joy-framework: {'archived': False, 'fork': False, 'html_url': 'https://github.com/antonio2306/joy-framework', 'stargazers_count': 1, 'forks_count': 1, 'subscribers_count': 2}
janemee/WeChatPaydome: {'archived': False, 'fork': False, 'html_url': 'https://github.com/janemee/WeChatPaydome', 'stargazers_count': 1, 'forks_count': 1, 'subscribers_count': 2}
YeRuGeMiMi/lypBook: {'archived': False, 'fork': False, 'html_url': 'https://github.com/YeRuGeMiMi/lypBook', 'stargazers_count': 1, 'forks_count': 0, 'subscribers_count': 1}
2551607429/curriculum_assessment: {'archived': False, 'fork': False, 'html_url': 'https://github.com/2551607429/curriculum_assessment', 'stargazers_count': 1, 'forks_count': 0, 'subscribers_count': 1}
iaceob/slxlme: {'archived': False, 'fork': False, 'html_url': 'https://github.com/iaceob/slxlme', 'stargazers_count': 1, 'forks_count': 0, 'subscribers_count': 2}
yuan-hui/garden-spider: {'archived': False, 'fork': False, 'html_url': 'https://github.com/yuan-hui/garden-spider', 'stargazers_count': 1, 'forks_count': 0, 'subscribers_count': 3}
youyinnn/YouDBUtils: {'archived': False, 'fork': False, 'html_url': 'https://github.com/youyinnn/YouDBUtils', 'stargazers_count': 1, 'forks_count': 0, 'subscribers_count': 1}
AndyWannaSing/awesome-data-structure: {'archived': False, 'fork': False, 'html_url': 'https://github.com/AndyWannaSing/awesome-data-structure', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
xiaobaobao007/JfinalDemo: {'archived': False, 'fork': False, 'html_url': 'https://github.com/xiaobaobao007/JfinalDemo', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
xiaosong-git/xiaosongi_winds: {'archived': False, 'fork': False, 'html_url': 'https://github.com/xiaosong-git/xiaosongi_winds', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 1}
wyk-wyk/study01: {'archived': False, 'fork': False, 'html_url': 'https://github.com/wyk-wyk/study01', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
haiden0411/haidenDaily: {'archived': False, 'fork': False, 'html_url': 'https://github.com/haiden0411/haidenDaily', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 1}
kahle23/code-store: {'archived': False, 'fork': False, 'html_url': 'https://github.com/kahle23/code-store', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
NoNameCorps/moe: {'archived': False, 'fork': False, 'html_url': 'https://github.com/NoNameCorps/moe', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
HanDiLing/MyFirstRepository: {'archived': False, 'fork': False, 'html_url': 'https://github.com/HanDiLing/MyFirstRepository', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
HanDiLing/MyFirstRepository: {'archived': False, 'fork': False, 'html_url': 'https://github.com/HanDiLing/MyFirstRepository', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
hklhai/ssh-lab: {'archived': False, 'fork': False, 'html_url': 'https://github.com/hklhai/ssh-lab', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
Yumerain/helloworld: {'archived': False, 'fork': False, 'html_url': 'https://github.com/Yumerain/helloworld', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
MrSuYuan/zghd: {'archived': False, 'fork': False, 'html_url': 'https://github.com/MrSuYuan/zghd', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
lifedever/jdoc: {'archived': False, 'fork': False, 'html_url': 'https://github.com/lifedever/jdoc', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 0}
tianfei1984/maven_gis: {'archived': False, 'fork': False, 'html_url': 'https://github.com/tianfei1984/maven_gis', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
xixuebin/JLoveNoticeServer: {'archived': False, 'fork': False, 'html_url': 'https://github.com/xixuebin/JLoveNoticeServer', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
ice-juice/jfinal-autoTest: {'archived': False, 'fork': False, 'html_url': 'https://github.com/ice-juice/jfinal-autoTest', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 1}
FireTercel/jfinal-fire: {'archived': False, 'fork': False, 'html_url': 'https://github.com/FireTercel/jfinal-fire', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
chimney0-0/chimney_utils: {'archived': False, 'fork': False, 'html_url': 'https://github.com/chimney0-0/chimney_utils', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 0}
zg161616/jfinal-generator: {'archived': False, 'fork': False, 'html_url': 'https://github.com/zg161616/jfinal-generator', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
condor-CEO/xiaosongFrame: {'archived': False, 'fork': False, 'html_url': 'https://github.com/condor-CEO/xiaosongFrame', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
834250018/jfinal-demo: {'archived': False, 'fork': False, 'html_url': 'https://github.com/834250018/jfinal-demo', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
xiaosong-git/innerVisitor: {'archived': False, 'fork': False, 'html_url': 'https://github.com/xiaosong-git/innerVisitor', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
dhso/min-sso: {'archived': False, 'fork': False, 'html_url': 'https://github.com/dhso/min-sso', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
liliyu001/jfinal_shiro: {'archived': False, 'fork': False, 'html_url': 'https://github.com/liliyu001/jfinal_shiro', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 0}
proQs/projects: {'archived': False, 'fork': False, 'html_url': 'https://github.com/proQs/projects', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
brues/zh-zhnw: {'archived': False, 'fork': False, 'html_url': 'https://github.com/brues/zh-zhnw', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
weixujie/center: {'archived': False, 'fork': False, 'html_url': 'https://github.com/weixujie/center', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
2a588/tio-http-site: {'archived': False, 'fork': False, 'html_url': 'https://github.com/2a588/tio-http-site', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
yangkeith/KeithUtils: {'archived': False, 'fork': False, 'html_url': 'https://github.com/yangkeith/KeithUtils', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
TopviewIter/jfinal-demo: {'archived': False, 'fork': False, 'html_url': 'https://github.com/TopviewIter/jfinal-demo', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
livvyguo/play: {'archived': False, 'fork': False, 'html_url': 'https://github.com/livvyguo/play', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
wxcmyx/pachong: {'archived': False, 'fork': False, 'html_url': 'https://github.com/wxcmyx/pachong', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
clouwide/wx: {'archived': False, 'fork': False, 'html_url': 'https://github.com/clouwide/wx', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
wxcmyx/wixctapi: {'archived': False, 'fork': False, 'html_url': 'https://github.com/wxcmyx/wixctapi', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
nelsonnick/GovernmentStaff: {'archived': False, 'fork': False, 'html_url': 'https://github.com/nelsonnick/GovernmentStaff', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
tiangj/demo: {'archived': False, 'fork': False, 'html_url': 'https://github.com/tiangj/demo', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
wenhaofan/AutuGenerator: {'archived': False, 'fork': False, 'html_url': 'https://github.com/wenhaofan/AutuGenerator', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 0}
tojames/72crm-java-vue: {'archived': False, 'fork': False, 'html_url': 'https://github.com/tojames/72crm-java-vue', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
xiaobaobao007/PracticeCode: {'archived': False, 'fork': False, 'html_url': 'https://github.com/xiaobaobao007/PracticeCode', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 0}
eeyulu/fault: {'archived': False, 'fork': False, 'html_url': 'https://github.com/eeyulu/fault', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
cuihui2012/commoncurd: {'archived': False, 'fork': False, 'html_url': 'https://github.com/cuihui2012/commoncurd', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 0}
changshana/bus: {'archived': False, 'fork': False, 'html_url': 'https://github.com/changshana/bus', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
tanyyinyu/mzrlog: {'archived': False, 'fork': False, 'html_url': 'https://github.com/tanyyinyu/mzrlog', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
kent1990/wukongcrm: {'archived': False, 'fork': False, 'html_url': 'https://github.com/kent1990/wukongcrm', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
darhao/lifecalc: {'archived': False, 'fork': False, 'html_url': 'https://github.com/darhao/lifecalc', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
SeanZLee/test: {'archived': False, 'fork': False, 'html_url': 'https://github.com/SeanZLee/test', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
Atlks/minicodePrj: {'archived': False, 'fork': False, 'html_url': 'https://github.com/Atlks/minicodePrj', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
dt3324/alipay: {'archived': False, 'fork': False, 'html_url': 'https://github.com/dt3324/alipay', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
overstart/BeetlCreator: {'archived': False, 'fork': False, 'html_url': 'https://github.com/overstart/BeetlCreator', 'stargazers_count': 0, 'forks_count': 2, 'subscribers_count': 1}
mypro/dsaij: {'archived': False, 'fork': False, 'html_url': 'https://github.com/mypro/dsaij', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
minusli/wechat: {'archived': False, 'fork': False, 'html_url': 'https://github.com/minusli/wechat', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
dhso/min-wish: {'archived': False, 'fork': False, 'html_url': 'https://github.com/dhso/min-wish', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
Dreampie/jfinal-routebind: {'archived': False, 'fork': False, 'html_url': 'https://github.com/Dreampie/jfinal-routebind', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 3}
lifedever/jfinal-archetype: {'archived': False, 'fork': False, 'html_url': 'https://github.com/lifedever/jfinal-archetype', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 0}
dhso/min-webservice: {'archived': False, 'fork': False, 'html_url': 'https://github.com/dhso/min-webservice', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
ZUEL-sport/compete: {'archived': False, 'fork': False, 'html_url': 'https://github.com/ZUEL-sport/compete', 'stargazers_count': 0, 'forks_count': 3, 'subscribers_count': 0}
bdjss/jfinal-demo: {'archived': False, 'fork': False, 'html_url': 'https://github.com/bdjss/jfinal-demo', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
dhso/min-qq: {'archived': False, 'fork': False, 'html_url': 'https://github.com/dhso/min-qq', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
luotianwen/sgssopenapi: {'archived': False, 'fork': False, 'html_url': 'https://github.com/luotianwen/sgssopenapi', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
caozhiyang123/Jfinal-project: {'archived': False, 'fork': False, 'html_url': 'https://github.com/caozhiyang123/Jfinal-project', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 0}
feiqi321/com.university.service: {'archived': False, 'fork': False, 'html_url': 'https://github.com/feiqi321/com.university.service', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 0}
xixuebin/JFinalDemo: {'archived': False, 'fork': False, 'html_url': 'https://github.com/xixuebin/JFinalDemo', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
chrylzzz/chr-tcp: {'archived': False, 'fork': False, 'html_url': 'https://github.com/chrylzzz/chr-tcp', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 1}
chrylzzz/tio-chr-helloworld: {'archived': False, 'fork': False, 'html_url': 'https://github.com/chrylzzz/tio-chr-helloworld', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
Chr0527/tio-client-test-01: {'archived': False, 'fork': False, 'html_url': 'https://github.com/Chr0527/tio-client-test-01', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
itjackchan/ijfinal: {'archived': False, 'fork': False, 'html_url': 'https://github.com/itjackchan/ijfinal', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 0}
guangyang1206/UOE: {'archived': False, 'fork': False, 'html_url': 'https://github.com/guangyang1206/UOE', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
Howna/FileManage: {'archived': False, 'fork': False, 'html_url': 'https://github.com/Howna/FileManage', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
ABadBoy/webMagic_Mongodb: {'archived': False, 'fork': False, 'html_url': 'https://github.com/ABadBoy/webMagic_Mongodb', 'stargazers_count': 0, 'forks_count': 4, 'subscribers_count': 2}
1719694895/final-demo: {'archived': False, 'fork': False, 'html_url': 'https://github.com/1719694895/final-demo', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
catch6/wenzuo-theme-devtools: {'archived': False, 'fork': False, 'html_url': 'https://github.com/catch6/wenzuo-theme-devtools', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
VioletKiss/mybatis-plus-demo: {'archived': False, 'fork': False, 'html_url': 'https://github.com/VioletKiss/mybatis-plus-demo', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
chongfengcf/SXHT: {'archived': False, 'fork': False, 'html_url': 'https://github.com/chongfengcf/SXHT', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
yuoveyu/jfinal_log: {'archived': False, 'fork': False, 'html_url': 'https://github.com/yuoveyu/jfinal_log', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
developers-youcong/jfinal-task-sys: {'archived': False, 'fork': False, 'html_url': 'https://github.com/developers-youcong/jfinal-task-sys', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
gechao1000/learn-jfinal: {'archived': False, 'fork': False, 'html_url': 'https://github.com/gechao1000/learn-jfinal', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
zz210891470/zdxm_project: {'archived': False, 'fork': False, 'html_url': 'https://github.com/zz210891470/zdxm_project', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
tianhaolin1991/jfinalproject: {'archived': False, 'fork': False, 'html_url': 'https://github.com/tianhaolin1991/jfinalproject', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 0}
liuzhen9327/meida: {'archived': False, 'fork': False, 'html_url': 'https://github.com/liuzhen9327/meida', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
H-TWINKLE/htwinkle.cn.web: {'archived': False, 'fork': False, 'html_url': 'https://github.com/H-TWINKLE/htwinkle.cn.web', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
yaoas/myObject: {'archived': False, 'fork': False, 'html_url': 'https://github.com/yaoas/myObject', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
Marchrain88/0007: {'archived': False, 'fork': False, 'html_url': 'https://github.com/Marchrain88/0007', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
liu1185616638/ryCRM: {'archived': False, 'fork': False, 'html_url': 'https://github.com/liu1185616638/ryCRM', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 1}
liuyadong7/jfinal_framework: {'archived': False, 'fork': False, 'html_url': 'https://github.com/liuyadong7/jfinal_framework', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
happyOld/wukongCRM: {'archived': False, 'fork': False, 'html_url': 'https://github.com/happyOld/wukongCRM', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
hybridtheorylink/springclient: {'archived': False, 'fork': False, 'html_url': 'https://github.com/hybridtheorylink/springclient', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
huangmaolvyi/hbyte: {'archived': False, 'fork': False, 'html_url': 'https://github.com/huangmaolvyi/hbyte', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
1993ice/Spring-Boot-demo1: {'archived': False, 'fork': False, 'html_url': 'https://github.com/1993ice/Spring-Boot-demo1', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
LiangYa/jfinal-test: {'archived': False, 'fork': False, 'html_url': 'https://github.com/LiangYa/jfinal-test', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
pq27120/jfinal_git_maven: {'archived': False, 'fork': False, 'html_url': 'https://github.com/pq27120/jfinal_git_maven', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
xxmfypp/gy-api: {'archived': False, 'fork': False, 'html_url': 'https://github.com/xxmfypp/gy-api', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 1}
fhyfhy17/tankWithAstar: {'archived': False, 'fork': False, 'html_url': 'https://github.com/fhyfhy17/tankWithAstar', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}

org.cryptacular:cryptacular - https://github.com/vt-middleware/cryptacular - 50
vt-middleware/passay: {'archived': False, 'fork': False, 'html_url': 'https://github.com/vt-middleware/passay', 'stargazers_count': 260, 'forks_count': 61, 'subscribers_count': 16}
apache/knox: {'archived': False, 'fork': False, 'html_url': 'https://github.com/apache/knox', 'stargazers_count': 176, 'forks_count': 249, 'subscribers_count': 26}
potats0/CasExp: {'archived': False, 'fork': False, 'html_url': 'https://github.com/potats0/CasExp', 'stargazers_count': 60, 'forks_count': 10, 'subscribers_count': 1}
wso2/product-as: {'archived': False, 'fork': False, 'html_url': 'https://github.com/wso2/product-as', 'stargazers_count': 44, 'forks_count': 69, 'subscribers_count': 270}
opendistro-for-elasticsearch/security: {'archived': True, 'fork': False, 'html_url': 'https://github.com/opendistro-for-elasticsearch/security', 'stargazers_count': 18, 'forks_count': 24, 'subscribers_count': 6}
iay/mdq-server: {'archived': False, 'fork': False, 'html_url': 'https://github.com/iay/mdq-server', 'stargazers_count': 6, 'forks_count': 5, 'subscribers_count': 10}
serac/spring-webflow-client-repo: {'archived': False, 'fork': False, 'html_url': 'https://github.com/serac/spring-webflow-client-repo', 'stargazers_count': 3, 'forks_count': 10, 'subscribers_count': 3}
swedenconnect/credentials-support: {'archived': False, 'fork': False, 'html_url': 'https://github.com/swedenconnect/credentials-support', 'stargazers_count': 3, 'forks_count': 0, 'subscribers_count': 4}
qlcchain/qlc-ptm: {'archived': False, 'fork': False, 'html_url': 'https://github.com/qlcchain/qlc-ptm', 'stargazers_count': 3, 'forks_count': 1, 'subscribers_count': 1}
scottmarlow/wildfly: {'archived': False, 'fork': True, 'html_url': 'https://github.com/scottmarlow/wildfly', 'stargazers_count': 3, 'forks_count': 1, 'subscribers_count': 5}
swedenconnect/signservice: {'archived': False, 'fork': False, 'html_url': 'https://github.com/swedenconnect/signservice', 'stargazers_count': 2, 'forks_count': 1, 'subscribers_count': 9}
mulesoft/mule-soap-service: {'archived': False, 'fork': False, 'html_url': 'https://github.com/mulesoft/mule-soap-service', 'stargazers_count': 1, 'forks_count': 2, 'subscribers_count': 404}
xuchengdong/cas4.1.9: {'archived': False, 'fork': False, 'html_url': 'https://github.com/xuchengdong/cas4.1.9', 'stargazers_count': 1, 'forks_count': 0, 'subscribers_count': 2}
fjuma/wildfly: {'archived': False, 'fork': True, 'html_url': 'https://github.com/fjuma/wildfly', 'stargazers_count': 1, 'forks_count': 0, 'subscribers_count': 2}
PSI-Polska/wildfly: {'archived': False, 'fork': True, 'html_url': 'https://github.com/PSI-Polska/wildfly', 'stargazers_count': 1, 'forks_count': 3, 'subscribers_count': 4}
sudeshnas93/wildfly: {'archived': False, 'fork': True, 'html_url': 'https://github.com/sudeshnas93/wildfly', 'stargazers_count': 1, 'forks_count': 0, 'subscribers_count': 1}
Acidburn0zzz/wildfly: {'archived': False, 'fork': True, 'html_url': 'https://github.com/Acidburn0zzz/wildfly', 'stargazers_count': 1, 'forks_count': 0, 'subscribers_count': 1}
zezulka/wildfly: {'archived': False, 'fork': False, 'html_url': 'https://github.com/zezulka/wildfly', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
kbrownnn/wildfly: {'archived': False, 'fork': True, 'html_url': 'https://github.com/kbrownnn/wildfly', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 0}
duemir/saml-plugin: {'archived': False, 'fork': True, 'html_url': 'https://github.com/duemir/saml-plugin', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
kuehne-trustable-de/cryptoUtil: {'archived': False, 'fork': False, 'html_url': 'https://github.com/kuehne-trustable-de/cryptoUtil', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 3}
ukf/ukf-mda: {'archived': False, 'fork': False, 'html_url': 'https://github.com/ukf/ukf-mda', 'stargazers_count': 0, 'forks_count': 2, 'subscribers_count': 7}
gayashanbc/x509-ed25519-grant-handler: {'archived': False, 'fork': False, 'html_url': 'https://github.com/gayashanbc/x509-ed25519-grant-handler', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 4}
serac/idp-memcached-storage: {'archived': False, 'fork': False, 'html_url': 'https://github.com/serac/idp-memcached-storage', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
FrankData/FrankLocalData: {'archived': False, 'fork': False, 'html_url': 'https://github.com/FrankData/FrankLocalData', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
iotcubedev/Java-Project: {'archived': False, 'fork': False, 'html_url': 'https://github.com/iotcubedev/Java-Project', 'stargazers_count': 0, 'forks_count': 2, 'subscribers_count': 1}
KULeuven-CCIS/jwt-util: {'archived': False, 'fork': False, 'html_url': 'https://github.com/KULeuven-CCIS/jwt-util', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
matheusdaluz/proxy-reverse: {'archived': False, 'fork': False, 'html_url': 'https://github.com/matheusdaluz/proxy-reverse', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 0}
swedenconnect/algorithm-registry: {'archived': False, 'fork': False, 'html_url': 'https://github.com/swedenconnect/algorithm-registry', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
e-gov/eIDAS-SpecificConnector: {'archived': False, 'fork': False, 'html_url': 'https://github.com/e-gov/eIDAS-SpecificConnector', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 9}
iotcubedev/Java-Project-with-Userdefines: {'archived': False, 'fork': False, 'html_url': 'https://github.com/iotcubedev/Java-Project-with-Userdefines', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
ServerBeta/Server: {'archived': False, 'fork': False, 'html_url': 'https://github.com/ServerBeta/Server', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 1}
srikanthkundakarla/wildfly_jboss: {'archived': False, 'fork': False, 'html_url': 'https://github.com/srikanthkundakarla/wildfly_jboss', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 0}
rsearls/wildfly: {'archived': False, 'fork': True, 'html_url': 'https://github.com/rsearls/wildfly', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
tadamski/wildfly: {'archived': False, 'fork': True, 'html_url': 'https://github.com/tadamski/wildfly', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
jbliznak/wildfly: {'archived': False, 'fork': True, 'html_url': 'https://github.com/jbliznak/wildfly', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
sdirbach/wildfly: {'archived': False, 'fork': True, 'html_url': 'https://github.com/sdirbach/wildfly', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
ThalesGroup/opendistro-security: {'archived': False, 'fork': True, 'html_url': 'https://github.com/ThalesGroup/opendistro-security', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 2}
langfr/wildfly: {'archived': False, 'fork': True, 'html_url': 'https://github.com/langfr/wildfly', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
ronangill/saml-plugin: {'archived': False, 'fork': True, 'html_url': 'https://github.com/ronangill/saml-plugin', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 0}
ohbus/tessera: {'archived': False, 'fork': True, 'html_url': 'https://github.com/ohbus/tessera', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
cnxtech/tessera: {'archived': False, 'fork': True, 'html_url': 'https://github.com/cnxtech/tessera', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
pjfanning/knox: {'archived': False, 'fork': True, 'html_url': 'https://github.com/pjfanning/knox', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
xstefank/wildfly: {'archived': False, 'fork': True, 'html_url': 'https://github.com/xstefank/wildfly', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 3}
hpehl/wildfly: {'archived': False, 'fork': True, 'html_url': 'https://github.com/hpehl/wildfly', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 3}
simkam/wildfly: {'archived': False, 'fork': True, 'html_url': 'https://github.com/simkam/wildfly', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
ivassile/wildfly: {'archived': False, 'fork': True, 'html_url': 'https://github.com/ivassile/wildfly', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 2}
moresandeep/knox: {'archived': False, 'fork': True, 'html_url': 'https://github.com/moresandeep/knox', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 1}
MrtnBalazs/knox: {'archived': False, 'fork': True, 'html_url': 'https://github.com/MrtnBalazs/knox', 'stargazers_count': 0, 'forks_count': 1, 'subscribers_count': 0}
michpetrov/wildfly: {'archived': False, 'fork': True, 'html_url': 'https://github.com/michpetrov/wildfly', 'stargazers_count': 0, 'forks_count': 0, 'subscribers_count': 3}

net.opentsdb:opentsdb - https://github.com/OpenTSDB/opentsdb - 15
OpenTSDB/opentsdb-rpc-kafka: {'archived': False, 'fork': False, 'html_url': 'https://github.com/OpenTSDB/opentsdb-rpc-kafka', 'stargazers_count': 44, 'forks_count': 26, 'subscribers_count': 8}
OpenTSDB/opentsdb-elasticsearch: {'archived': False, 'fork': False, 'html_url': 'https://github.com/OpenTSDB/opentsdb-elasticsearch', 'stargazers_count': 38, 'forks_count': 29, 'subscribers_count': 11}
octo47/opentsdb-flume: {'archived': False, 'fork': False, 'html_url': 'https://github.com/octo47/opentsdb-flume', 'stargazers_count': 9, 'forks_count': 9, 'subscribers_count': 7}
ilivoo/flume-ingestion: {'archived': False, 'fork': False, 'html_url': 'https://github.com/ilivoo/flume-ingestion', 'stargazers_count': 9, 'forks_count': 3, 'subscribers_count': 2}
camathieu/storm-opentsdb: {'archived': False, 'fork': False, 'html_url': 'https://github.com/camathieu/storm-opentsdb', 'stargazers_count': 4, 'forks_count': 1, 'subscribers_count': 2}
